year,engine_volume,mileage,horsepower,price
2019,3.6,193425.0,313.0,58587.04
2011,3.1,76376.0,269.0,49878.98
1995,2.4,67788.0,208.0,36706.8
2009,2.5,149501.0,217.0,38355.97
2017,2.9,61463.0,252.0,48082.55
1996,2.1,160541.0,182.0,31563.72
2008,3.3,65535.0,287.0,54795.27
2015,1.8,208420.0,156.0,25403.13
2002,2.8,153115.0,243.0,41067.96
2002,0.8,121902.0,69.0,14524.28
2013,2.1,205538.0,182.0,32821.28
2001,4.2,171577.0,365.0,60909.33
2013,3.3,138431.0,287.0,52511.4
2000,3.7,26839.0,321.0,58086.76
2000,2.0,84925.0,174.0,30572.98
1997,2.6,174270.0,226.0,36586.33
2001,3.5,54994.0,304.0,54196.38
2013,3.0,81714.0,261.0,48016.98
2002,2.9,68895.0,252.0,43391.11
2004,3.8,140118.0,330.0,55543.52
2014,1.7,168181.0,148.0,28690.11
2009,2.4,168230.0,208.0,38571.39
2009,1.1,77359.0,96.0,18442.77
2023,1.6,139433.0,139.0,27390.68
1995,3.4,75006.0,295.0,48892.8
2014,1.8,109473.0,156.0,34210.46
2001,3.1,146008.0,269.0,45496.87
2021,3.8,173069.0,330.0,61554.17
1998,2.4,12530.0,208.0,36484.74
2023,2.9,124932.0,252.0,51454.47
2000,3.1,190365.0,269.0,44444.18
2019,1.5,131611.0,130.0,26387.3
1995,2.0,124131.0,174.0,26369.68
2023,1.7,91850.0,148.0,33911.19
1999,2.1,189038.0,182.0,29902.7
2021,3.1,94161.0,269.0,50969.94
2017,2.0,114993.0,174.0,37719.52
1995,2.5,96489.0,217.0,35303.3
1998,1.7,125410.0,148.0,20349.35
2016,3.5,191283.0,304.0,58574.69
1996,2.1,74695.0,182.0,31188.29
2004,3.7,125628.0,321.0,57412.23
1999,2.5,139553.0,217.0,40032.42
2021,1.4,79383.0,122.0,26368.47
2004,2.4,117049.0,208.0,38170.95
1995,1.6,212567.0,139.0,22474.8
2016,3.0,31576.0,261.0,50274.99
2000,2.3,98940.0,200.0,37995.83
2007,2.6,132528.0,226.0,37998.85
2009,2.2,101203.0,191.0,35976.02
1998,2.1,264312.0,182.0,25002.65
2007,1.7,147435.0,148.0,28328.35
2018,3.2,67782.0,278.0,52839.05
2014,2.4,3162.0,208.0,41884.67
2018,2.2,137014.0,191.0,36194.73
2009,2.3,82219.0,200.0,35797.45
2023,2.0,184445.0,174.0,33758.03
2002,2.3,106257.0,200.0,35397.08
1999,2.7,91582.0,235.0,40811.9
2023,1.7,90738.0,148.0,32750.93
2009,1.8,169325.0,156.0,27044.82
1998,3.6,140779.0,313.0,52244.49
2006,2.2,207798.0,191.0,29374.7
2007,2.1,109245.0,182.0,32413.5
1996,1.4,163114.0,122.0,18292.92
2021,3.2,163969.0,278.0,53803.34
2013,1.7,153691.0,148.0,28921.5
2013,2.5,94507.0,217.0,39581.71
1998,1.1,143670.0,96.0,16188.34
1998,3.2,115138.0,278.0,47805.56
2020,3.4,113824.0,295.0,60024.93
2005,2.9,79709.0,252.0,43076.59
2021,1.3,13983.0,113.0,28220.12
1999,3.2,182419.0,278.0,48206.29
2014,1.8,141578.0,156.0,29993.31
2005,1.6,52840.0,139.0,25374.33
2004,2.2,155886.0,191.0,31638.82
2002,2.2,183407.0,191.0,33538.04
2000,2.1,158883.0,182.0,27348.27
2000,3.5,75418.0,304.0,53008.46
2002,4.1,83400.0,356.0,61319.04
2017,1.4,92606.0,122.0,25234.32
2009,1.9,163054.0,165.0,30971.18
2020,2.6,143948.0,226.0,43635.08
2008,2.2,259515.0,191.0,32291.84
2005,2.8,37956.0,243.0,43097.14
2006,3.2,117370.0,278.0,51563.88
2020,3.1,23612.0,269.0,55372.64
2007,3.0,149832.0,261.0,48901.49
2002,3.8,173345.0,330.0,55461.4
2012,1.2,192105.0,104.0,20595.57
2019,3.7,129426.0,321.0,62513.14
1995,2.2,24335.0,191.0,34788.63
2009,3.1,117493.0,269.0,52646.52
2002,1.7,141839.0,148.0,22253.06
2022,1.8,69743.0,156.0,35169.08
2005,3.0,106751.0,261.0,46113.43
2006,1.0,56148.0,87.0,17461.42
2006,3.3,89365.0,287.0,55155.99
1998,3.5,165623.0,304.0,49531.98
2010,2.6,154008.0,226.0,42874.54
1998,2.6,50239.0,226.0,38109.46
1999,1.8,84751.0,156.0,29575.72
2018,3.0,122855.0,261.0,50369.17
1999,2.8,131326.0,243.0,40832.33
2002,1.8,86855.0,156.0,25309.48
2004,2.2,143823.0,191.0,33017.49
2011,2.4,118236.0,208.0,37908.47
2022,2.2,0.0,191.0,46145.33
2020,1.4,91416.0,122.0,27869.9
2003,3.1,89989.0,269.0,46960.0
2016,2.3,153914.0,200.0,37193.59
2013,2.5,154803.0,217.0,37778.8
2023,2.0,36395.0,174.0,42115.56
2008,2.9,141924.0,252.0,47889.89
2002,2.7,116302.0,235.0,41147.51
2003,3.5,126321.0,304.0,57634.29
2016,2.9,89309.0,252.0,49094.15
2005,2.3,116909.0,200.0,38308.72
2017,1.9,177516.0,165.0,33251.15
1995,3.2,125609.0,278.0,45244.78
2008,2.3,117879.0,200.0,37355.81
1999,2.4,96040.0,208.0,36993.99
2015,2.4,172613.0,208.0,36485.45
2020,2.2,55961.0,191.0,41197.52
2008,2.4,79902.0,208.0,41642.36
1998,4.0,53089.0,347.0,59711.82
2016,1.7,130034.0,148.0,29659.99
2017,1.8,178987.0,156.0,28312.08
2019,3.6,103560.0,313.0,59240.99
1995,2.2,66530.0,191.0,32041.39
2016,2.1,201822.0,182.0,37304.73
2017,3.3,142564.0,287.0,53476.62
2013,1.4,133876.0,122.0,23522.12
2002,3.2,110490.0,278.0,48691.78
2009,2.5,153451.0,217.0,35917.73
2015,2.9,133093.0,252.0,42985.32
2009,2.9,95937.0,252.0,44086.94
2003,2.0,104310.0,174.0,31985.65
2015,3.3,69006.0,287.0,55383.24
2003,2.1,62772.0,182.0,35535.93
2004,2.8,105167.0,243.0,40524.83
2014,3.5,177711.0,304.0,54855.73
2019,3.6,68292.0,313.0,57923.17
2015,2.3,161819.0,200.0,38504.14
2020,2.9,80053.0,252.0,47800.82
2003,2.2,30670.0,191.0,35680.4
1997,4.5,147330.0,391.0,66402.13
2014,3.1,201438.0,269.0,47825.81
2019,2.6,77213.0,226.0,41305.21
2020,2.8,41506.0,243.0,53315.21
2005,2.8,142746.0,243.0,41911.6
2000,2.8,73841.0,243.0,39946.16
1996,2.3,146832.0,200.0,34174.44
2001,2.2,177574.0,191.0,33414.49
2012,2.4,136531.0,208.0,38510.63
2021,1.6,160488.0,139.0,32325.97
1996,3.1,160831.0,269.0,42763.33
2021,1.9,169497.0,165.0,33874.82
2011,1.7,122261.0,148.0,29800.84
2005,2.5,158954.0,217.0,41020.63
2021,2.4,128220.0,208.0,38140.51
2006,2.7,139566.0,235.0,46471.13
2021,2.0,272586.0,174.0,34789.87
2013,2.2,132080.0,191.0,37477.52
2016,3.1,45112.0,269.0,51599.19
2018,3.0,110129.0,261.0,48971.57
2019,3.0,104474.0,261.0,51758.92
2001,2.5,106760.0,217.0,39112.51
2014,2.6,167672.0,226.0,42749.84
2000,2.7,176530.0,235.0,39463.5
2015,2.0,114718.0,174.0,35535.7
2018,3.7,50406.0,321.0,58292.12
1995,3.6,124955.0,313.0,51928.26
2011,3.1,92831.0,269.0,47713.99
2023,2.2,130520.0,191.0,39537.35
2005,2.9,113952.0,252.0,47804.26
2016,3.3,180818.0,287.0,51017.17
2020,1.5,133740.0,130.0,26667.65
2022,3.9,92990.0,339.0,64177.36
2012,1.1,50723.0,96.0,20473.46
2015,3.1,117599.0,269.0,52156.34
2011,3.7,117778.0,321.0,60418.06
2001,2.4,106877.0,208.0,39510.32
2011,2.4,158766.0,208.0,36237.17
2014,3.0,50861.0,261.0,52419.63
2003,4.0,81873.0,347.0,63560.9
2011,2.3,122646.0,200.0,41076.0
2014,1.9,92025.0,165.0,31540.05
2016,2.2,102165.0,191.0,34235.04
2016,1.3,116987.0,113.0,23809.09
2022,3.2,154298.0,278.0,59378.85
2023,2.1,114971.0,182.0,36274.79
2002,2.3,21516.0,200.0,38624.65
2011,3.2,89860.0,278.0,47673.23
2001,2.2,144789.0,191.0,36283.88
1995,3.1,158134.0,269.0,40257.16
2007,1.7,160893.0,148.0,21810.88
2017,3.3,175059.0,287.0,53479.28
2013,2.8,125922.0,243.0,45972.53
2021,2.4,133158.0,208.0,44739.67
2018,2.6,69305.0,226.0,47429.88
2013,1.5,11271.0,130.0,25111.15
2023,2.6,49121.0,226.0,47442.43
2011,2.4,84908.0,208.0,38738.51
2007,1.5,52015.0,130.0,23602.19
2023,2.0,105354.0,174.0,38178.14
2010,2.4,96896.0,208.0,41612.65
2002,2.0,166891.0,174.0,27829.45
2013,0.8,71543.0,69.0,16358.13
2012,3.4,127029.0,295.0,53875.16
1995,2.4,99012.0,208.0,33650.51
2008,0.8,69671.0,69.0,14716.85
2013,4.2,83614.0,365.0,66592.27
2009,3.5,17437.0,304.0,58104.18
2012,2.2,157417.0,191.0,34458.98
1996,1.8,190113.0,156.0,24801.47
2016,2.8,106627.0,243.0,45948.08
2022,2.7,121453.0,235.0,48443.34
2011,2.9,105207.0,252.0,45991.18
2012,1.8,78995.0,156.0,32795.09
2000,3.4,155245.0,295.0,48390.12
2013,2.1,135953.0,182.0,36700.47
1998,3.0,0.0,261.0,43993.95
1995,1.9,68269.0,165.0,28295.71
2002,4.6,17347.0,400.0,71222.91
2023,3.1,197771.0,269.0,51309.45
2017,4.8,111409.0,417.0,75034.26
2001,3.2,132035.0,278.0,47640.56
1997,2.1,102335.0,182.0,28769.15
2004,3.2,175135.0,278.0,47353.27
2004,3.2,163035.0,278.0,47476.16
2013,2.8,109226.0,243.0,46821.81
2008,3.0,205900.0,261.0,45425.94
1996,3.1,129266.0,269.0,48807.04
2022,1.7,46994.0,148.0,32980.59
1995,1.6,125001.0,139.0,22094.04
2017,1.9,145872.0,165.0,39295.17
2017,2.6,113339.0,226.0,43859.87
2022,2.3,99426.0,200.0,43568.55
2012,1.7,208218.0,148.0,28038.25
2001,3.1,60707.0,269.0,52969.99
2023,2.7,0.0,235.0,47688.71
2002,2.6,200953.0,226.0,34481.43
1995,2.3,58698.0,200.0,32365.95
2019,2.2,105669.0,191.0,39398.31
2017,1.8,101128.0,156.0,30511.86
1997,3.2,181587.0,278.0,41298.03
2018,1.9,191743.0,165.0,30206.97
2017,2.7,55381.0,235.0,48073.54
2021,3.8,187845.0,330.0,59797.99
2023,2.2,186921.0,191.0,40463.59
2002,3.3,120968.0,287.0,47911.47
2016,3.0,166627.0,261.0,48725.06
2019,2.7,171641.0,235.0,44186.94
2009,2.8,107379.0,243.0,45386.07
1999,2.4,112122.0,208.0,36415.75
1997,2.5,149466.0,217.0,39005.21
2013,2.1,38574.0,182.0,38795.07
1995,2.5,102310.0,217.0,35596.96
2022,2.0,59982.0,174.0,39394.66
2009,3.3,191179.0,287.0,51970.57
2002,1.1,101721.0,96.0,21693.46
1996,2.9,133819.0,252.0,41669.95
1997,2.8,109079.0,243.0,41199.88
2018,2.7,105826.0,235.0,48973.35
2008,3.3,130548.0,287.0,47720.67
2018,2.3,83468.0,200.0,40460.17
2008,2.7,110076.0,235.0,44628.93
2005,1.1,109708.0,96.0,20394.08
2010,2.2,98839.0,191.0,32108.39
1998,3.2,139553.0,278.0,44261.32
2014,1.4,97650.0,122.0,20822.06
1999,2.6,200556.0,226.0,38426.6
2016,2.0,151448.0,174.0,34443.14
2015,2.4,52534.0,208.0,44997.08
2008,2.0,147544.0,174.0,31792.21
2017,1.5,85526.0,130.0,32898.88
2010,2.8,126785.0,243.0,42927.7
2012,2.5,83440.0,217.0,41285.88
2001,3.0,10280.0,261.0,49013.26
2004,3.1,118913.0,269.0,46289.19
2001,3.5,48279.0,304.0,55501.99
1995,2.6,140986.0,226.0,36779.97
2017,3.5,128739.0,304.0,57076.04
2015,1.7,89806.0,148.0,30557.1
2013,3.2,211277.0,278.0,51017.87
2010,2.9,58036.0,252.0,47432.83
2023,2.7,88783.0,235.0,46043.88
2013,2.9,63965.0,252.0,49001.6
1998,1.7,222066.0,148.0,21063.84
2023,1.5,187612.0,130.0,25612.7
2022,3.9,48894.0,339.0,63539.99
2012,2.4,78721.0,208.0,42452.88
1996,2.4,80417.0,208.0,37072.32
1995,1.6,92464.0,139.0,26004.64
2009,1.3,67861.0,113.0,23523.37
1999,2.4,89712.0,208.0,38567.17
2014,2.2,170244.0,191.0,34017.12
2005,2.5,217346.0,217.0,32685.93
2004,2.6,42780.0,226.0,40704.71
1996,4.5,67945.0,391.0,67303.79
1997,2.2,130678.0,191.0,32535.3
2017,3.8,40985.0,330.0,66715.55
2017,3.8,131972.0,330.0,62475.52
2006,3.1,147005.0,269.0,52112.43
2014,2.3,155033.0,200.0,38082.36
1999,1.4,145607.0,122.0,20284.79
1999,2.9,93238.0,252.0,44596.47
2000,3.3,110917.0,287.0,50576.7
2003,3.9,61024.0,339.0,61721.51
1996,1.7,143217.0,148.0,21279.82
2015,2.3,200168.0,200.0,38695.01
2006,1.7,143110.0,148.0,31758.43
1997,2.0,85250.0,174.0,28257.99
2014,3.0,169740.0,261.0,47934.84
2020,2.0,238282.0,174.0,30272.17
2016,1.8,132157.0,156.0,32930.48
2006,3.1,147724.0,269.0,49081.2
2018,2.9,153885.0,252.0,45063.95
2011,2.8,39777.0,243.0,44709.77
2004,2.0,99444.0,174.0,27598.32
2018,3.5,94307.0,304.0,61733.53
2021,2.5,161743.0,217.0,41044.01
2008,4.4,155918.0,382.0,67251.71
2017,2.6,113963.0,226.0,43557.74
2011,0.8,91306.0,69.0,17896.27
2012,0.8,35670.0,69.0,18959.95
2013,3.0,119229.0,261.0,50220.27
2011,3.5,72272.0,304.0,55431.11
2008,1.9,66075.0,165.0,33625.87
2003,4.2,166313.0,365.0,64661.67
2002,3.8,161096.0,330.0,57891.35
1996,2.7,95570.0,235.0,37432.41
2007,2.9,41548.0,252.0,45379.98
2019,3.2,78709.0,278.0,58265.17
2001,4.0,169663.0,347.0,62907.17
2003,3.0,143386.0,261.0,45250.06
2016,2.7,96410.0,235.0,45846.55
2016,3.0,122938.0,261.0,50126.79
2005,2.9,16259.0,252.0,48842.99
2008,3.2,12474.0,278.0,50296.59
1998,1.2,218856.0,104.0,15274.45
2020,2.8,145326.0,243.0,45278.99
2020,2.9,120083.0,252.0,49494.35
2023,2.4,100152.0,208.0,41575.92
2007,3.1,31908.0,269.0,49538.97
1996,4.0,169661.0,347.0,57882.51
2017,2.6,63156.0,226.0,44353.31
1999,3.1,155209.0,269.0,43090.53
2005,3.8,126600.0,330.0,61275.5
2000,2.6,117395.0,226.0,36934.36
2012,1.8,54882.0,156.0,27578.2
2015,3.0,55547.0,261.0,52369.67
2004,0.8,139497.0,69.0,12009.92
1998,0.8,123961.0,69.0,11127.17
2003,2.8,122358.0,243.0,43143.13
2000,0.8,134302.0,69.0,14063.2
1996,1.4,23163.0,122.0,26036.35
2011,2.2,170757.0,191.0,35498.25
1999,1.9,102205.0,165.0,26289.72
2019,2.4,178482.0,208.0,40436.1
2000,3.4,19584.0,295.0,54728.47
2020,2.7,148451.0,235.0,47868.0
2006,1.8,147979.0,156.0,28297.36
2017,3.6,45693.0,313.0,59962.59
2015,1.4,88037.0,122.0,24539.24
2004,2.7,67025.0,235.0,42906.05
2016,1.3,163161.0,113.0,20183.24
2015,2.7,135444.0,235.0,45481.5
2021,2.2,199942.0,191.0,37601.03
2019,3.4,130148.0,295.0,56772.61
2000,3.1,156612.0,269.0,46987.67
2021,2.0,178601.0,174.0,37743.08
2002,1.9,147721.0,165.0,28238.5
1996,2.2,100791.0,191.0,32431.13
2006,4.0,91485.0,347.0,61775.48
2007,3.8,116013.0,330.0,60341.74
2019,1.7,159829.0,148.0,30205.07
2015,3.1,81695.0,269.0,54274.82
2001,1.1,152608.0,96.0,18272.71
2004,2.1,136132.0,182.0,32857.32
2007,1.8,57335.0,156.0,30477.28
2011,3.4,150177.0,295.0,52970.18
2020,1.5,127096.0,130.0,29216.56
2015,2.8,92474.0,243.0,48155.62
2022,2.5,126371.0,217.0,43377.06
2020,2.4,94417.0,208.0,43166.85
2008,3.8,132384.0,330.0,57572.4
1996,3.9,111602.0,339.0,58503.17
2022,2.4,43504.0,208.0,43109.16
2016,2.2,113098.0,191.0,39507.2
2005,1.3,97866.0,113.0,20918.5
1995,2.5,151779.0,217.0,38523.47
2013,4.1,163988.0,356.0,64392.33
2015,2.4,94550.0,208.0,41562.5
1998,3.1,80530.0,269.0,44097.11
2013,1.4,35992.0,122.0,29894.38
2020,2.2,79298.0,191.0,39950.02
2023,2.9,103837.0,252.0,54328.53
2015,2.6,53037.0,226.0,45342.7
2005,3.2,164657.0,278.0,47968.81
2002,2.0,133108.0,174.0,29279.42
2005,1.1,113979.0,96.0,19475.0
1998,3.4,119166.0,295.0,51449.75
2011,1.8,135302.0,156.0,27178.29
2021,2.9,151655.0,252.0,47891.16
2001,2.9,160450.0,252.0,44249.42
2002,1.2,104543.0,104.0,17642.55
1997,3.3,112903.0,287.0,47234.03
2016,2.0,128649.0,174.0,35008.67
1996,2.5,110862.0,217.0,36694.49
2017,2.2,163616.0,191.0,36045.66
2009,3.8,181366.0,330.0,61705.33
2018,3.6,137204.0,313.0,58749.79
2016,1.1,74590.0,96.0,19966.07
2016,4.3,145420.0,373.0,65400.27
1999,2.0,139185.0,174.0,31292.2
2018,4.2,70398.0,365.0,67558.28
1995,2.3,139130.0,200.0,32609.53
2020,2.2,92790.0,191.0,37933.54
1998,2.3,157305.0,200.0,32780.5
2009,2.2,145014.0,191.0,35744.43
2014,4.5,131149.0,391.0,68771.28
2013,2.4,121927.0,208.0,38876.36
1997,2.3,13331.0,200.0,35012.54
2014,2.6,59286.0,226.0,42855.96
2005,1.7,113460.0,148.0,26452.55
2011,3.8,195969.0,330.0,57150.21
2021,1.3,148234.0,113.0,26812.24
2007,2.0,210702.0,174.0,28390.19
2005,3.2,124149.0,278.0,50332.69
1996,2.5,118457.0,217.0,37157.99
2003,2.9,191256.0,252.0,39615.9
2020,3.7,112039.0,321.0,60678.76
1996,3.3,70677.0,287.0,49425.82
2015,2.6,135838.0,226.0,43663.5
2003,4.2,176126.0,365.0,62081.57
2003,2.0,78703.0,174.0,34074.9
2002,2.4,149452.0,208.0,35994.67
2011,2.5,115338.0,217.0,41796.98
1995,2.4,142567.0,208.0,32676.57
2019,1.6,135677.0,139.0,30206.95
2023,1.2,99285.0,104.0,29238.49
2005,2.8,114691.0,243.0,44675.64
2002,2.0,102339.0,174.0,33293.79
2004,4.0,125937.0,347.0,60452.31
2019,2.4,77695.0,208.0,44565.29
2001,2.3,89646.0,200.0,37634.89
1997,3.4,99302.0,295.0,51106.17
1997,2.8,139585.0,243.0,40437.53
2012,2.4,49223.0,208.0,38353.39
1999,2.0,114644.0,174.0,29808.9
2006,5.4,84590.0,469.0,84921.25
2006,2.8,99429.0,243.0,42781.55
2013,3.4,86992.0,295.0,53189.33
2000,1.7,129729.0,148.0,25492.52
1996,2.0,112144.0,174.0,29498.81
2006,4.2,155581.0,365.0,61283.99
2013,3.6,140087.0,313.0,57555.76
1999,2.9,43148.0,252.0,45778.48
2006,2.2,72000.0,191.0,38654.78
2021,2.3,111345.0,200.0,40104.83
2021,2.0,117853.0,174.0,40564.6
2011,1.6,76411.0,139.0,28507.35
2023,3.2,185199.0,278.0,50868.83
2011,2.9,163234.0,252.0,45073.01
2004,3.1,37763.0,269.0,47560.39
2019,2.2,137271.0,191.0,37911.63
2017,2.7,117710.0,235.0,46682.34
2011,2.2,182194.0,191.0,35235.8
2009,1.9,41506.0,165.0,30930.29
2006,3.8,222993.0,330.0,53699.03
2010,2.6,77853.0,226.0,43951.55
2018,2.9,138926.0,252.0,49742.05
2013,3.2,89682.0,278.0,51732.97
2002,2.6,101192.0,226.0,35041.69
2015,2.7,35529.0,235.0,44926.31
2011,1.6,179844.0,139.0,27732.01
2017,1.8,106518.0,156.0,30904.02
1999,1.7,109917.0,148.0,24799.86
2016,3.0,235624.0,261.0,48042.28
2010,2.6,167972.0,226.0,40199.91
2000,1.8,86582.0,156.0,30584.8
2002,3.0,89487.0,261.0,45718.93
2019,2.9,132990.0,252.0,47184.07
2012,1.9,158536.0,165.0,33467.85
2019,2.5,207622.0,217.0,41045.97
2006,2.9,39595.0,252.0,45232.53
2009,1.8,156351.0,156.0,29652.72
2021,3.0,164383.0,261.0,49665.4
2020,2.7,80525.0,235.0,45302.84
2003,1.7,101987.0,148.0,27086.97
2007,2.7,38483.0,235.0,44451.51
2020,2.8,94955.0,243.0,45251.4
2009,2.0,131605.0,174.0,30322.08
2004,2.1,199706.0,182.0,34333.11
2010,1.7,204318.0,148.0,26547.32
2001,2.1,68535.0,182.0,35743.96
2011,2.5,192893.0,217.0,39543.96
2017,2.1,22533.0,182.0,41499.11
2020,1.3,90754.0,113.0,27344.96
2015,1.9,104909.0,165.0,31479.5
2016,2.2,132589.0,191.0,38679.26
2020,3.2,125326.0,278.0,51995.45
2001,3.0,138285.0,261.0,46778.96
2008,3.2,110852.0,278.0,51105.9
2009,1.9,167979.0,165.0,29999.81
2015,2.6,154592.0,226.0,41776.91
2001,0.8,105522.0,69.0,14153.39
2003,2.8,162120.0,243.0,41496.51
2013,3.0,223422.0,261.0,42527.27
2010,2.2,86337.0,191.0,33417.71
2002,2.7,203767.0,235.0,36510.22
2012,1.3,90826.0,113.0,25399.99
2021,1.9,190516.0,165.0,34707.5
2017,3.1,92703.0,269.0,52933.71
2023,2.9,158283.0,252.0,50088.58
2012,2.2,128982.0,191.0,39249.95
2014,3.1,30737.0,269.0,53651.12
2001,2.6,215778.0,226.0,38168.4
1997,2.1,75227.0,182.0,31658.31
2012,2.4,56520.0,208.0,40235.19
2021,2.1,88028.0,182.0,37992.58
2004,1.6,246562.0,139.0,26057.94
2001,3.5,57314.0,304.0,52263.6
2011,2.0,128912.0,174.0,33738.09
2008,1.8,63842.0,156.0,27739.63
2018,1.3,72415.0,113.0,24880.54
1997,0.8,40029.0,69.0,14575.9
2006,3.1,135758.0,269.0,44264.8
2022,3.1,111939.0,269.0,55102.19
2007,3.5,63432.0,304.0,60175.96
1996,2.4,163660.0,208.0,34352.83
1997,2.2,168936.0,191.0,33361.67
1999,2.1,140361.0,182.0,31113.3
2005,2.2,178533.0,191.0,34415.05
2002,3.4,102549.0,295.0,52939.93
2020,2.5,136119.0,217.0,42055.39
2017,2.8,102743.0,243.0,46328.08
2017,2.1,44633.0,182.0,40823.64
2006,3.6,130962.0,313.0,55522.71
2001,1.0,127934.0,87.0,14800.89
2009,1.5,118490.0,130.0,24850.52
2018,2.8,138694.0,243.0,47522.59
2011,3.9,190595.0,339.0,57713.94
1998,2.3,109779.0,200.0,33833.56
2023,1.8,72142.0,156.0,35679.66
2016,3.3,107612.0,287.0,52144.99
2019,2.8,113158.0,243.0,48280.06
2007,3.5,169179.0,304.0,51586.38
2012,1.5,125333.0,130.0,26525.7
1995,3.5,62591.0,304.0,56819.36
2010,1.3,160273.0,113.0,21217.24
2007,2.3,152256.0,200.0,33656.34
2004,2.8,125355.0,243.0,43524.43
2006,2.6,167412.0,226.0,40575.16
1996,3.3,175780.0,287.0,45089.3
2017,1.0,101128.0,87.0,17131.71
1997,2.6,74992.0,226.0,37418.08
2004,3.5,119406.0,304.0,53655.41
1996,2.5,146831.0,217.0,34691.45
2021,1.6,114732.0,139.0,32576.41
2017,3.3,70579.0,287.0,56982.67
2007,2.0,128134.0,174.0,32133.3
2007,1.8,18325.0,156.0,28142.33
2012,1.7,103777.0,148.0,30811.85
1997,2.3,162558.0,200.0,36508.99
2021,2.6,165272.0,226.0,45905.98
2001,1.5,0.0,130.0,24484.61
2008,1.6,110371.0,139.0,26360.03
2014,1.9,149964.0,165.0,32840.27
2023,1.7,61196.0,148.0,36711.27
2011,2.5,101402.0,217.0,39850.17
2023,2.8,180386.0,243.0,46414.54
2015,2.7,95792.0,235.0,45618.54
2006,2.7,199932.0,235.0,40085.29
2019,3.8,82941.0,330.0,65267.62
2010,2.8,190494.0,243.0,43712.16
2018,3.1,121678.0,269.0,49049.77
2006,2.2,76084.0,191.0,34594.36
2009,3.3,190661.0,287.0,49227.3
2019,2.1,59676.0,182.0,34246.91
2004,2.8,80201.0,243.0,46062.11
2019,1.4,144496.0,122.0,26376.53
2001,2.6,124041.0,226.0,38152.44
2014,1.7,133698.0,148.0,31192.52
1999,3.2,101584.0,278.0,48809.69
1995,3.2,60030.0,278.0,45495.47
2011,2.1,87387.0,182.0,36788.6
1997,4.1,186020.0,356.0,61697.69
2007,2.3,53151.0,200.0,38063.51
2008,1.2,202223.0,104.0,18104.08
2018,1.9,135793.0,165.0,33699.35
2012,1.7,90160.0,148.0,27462.84
1998,2.8,19897.0,243.0,44224.96
2012,1.5,26466.0,130.0,26641.45
1999,2.1,102206.0,182.0,31578.1
2019,2.8,96148.0,243.0,48627.57
2010,2.6,125887.0,226.0,42948.26
1995,2.5,205957.0,217.0,34927.98
2015,2.6,146880.0,226.0,40995.44
2008,2.2,113566.0,191.0,35926.41
2009,1.2,180842.0,104.0,20996.12
2003,2.2,127533.0,191.0,31387.9
2009,2.9,199985.0,252.0,47685.51
2011,2.4,86396.0,208.0,38149.87
2019,2.8,62610.0,243.0,52406.74
2018,2.0,19983.0,174.0,36080.25
1998,3.3,114729.0,287.0,49009.05
2006,0.8,58268.0,69.0,14876.88
2021,2.6,57560.0,226.0,44197.15
2020,3.6,171716.0,313.0,60163.27
1999,3.7,33895.0,321.0,58883.88
2023,2.3,125178.0,200.0,42544.26
1999,1.4,115838.0,122.0,20346.23
2005,3.6,124607.0,313.0,54065.84
2022,2.5,189205.0,217.0,44518.78
2000,2.4,78715.0,208.0,37417.66
2001,1.8,189247.0,156.0,23956.82
2018,1.5,31990.0,130.0,30512.52
2008,3.0,152537.0,261.0,43307.02
2018,3.0,193819.0,261.0,48818.26
2005,2.7,0.0,235.0,46461.55
2007,1.9,118230.0,165.0,30273.31
1996,1.6,114163.0,139.0,24357.76
2019,1.4,123592.0,122.0,28271.7
2001,2.1,205578.0,182.0,30103.17
2014,1.7,81818.0,148.0,34247.7
1998,1.1,60775.0,96.0,20156.6
2021,3.0,123956.0,261.0,52540.64
2002,1.4,176216.0,122.0,20912.27
2014,3.3,147932.0,287.0,52561.23
2023,2.8,121716.0,243.0,47548.82
2016,2.7,108538.0,235.0,47274.49
2015,3.8,19653.0,330.0,63700.04
2013,1.5,149293.0,130.0,23561.05
2007,3.2,155267.0,278.0,47632.43
2008,2.3,85383.0,200.0,36480.18
2004,4.6,96764.0,400.0,74437.16
2005,2.2,67589.0,191.0,37520.42
1996,2.1,163406.0,182.0,29197.55
2019,2.8,101707.0,243.0,48981.79
2020,2.3,112535.0,200.0,41787.56
2003,1.9,151463.0,165.0,26846.66
2011,1.7,136349.0,148.0,26084.5
2020,3.7,148164.0,321.0,62871.14
1997,1.6,128742.0,139.0,20164.36
2018,2.7,129856.0,235.0,45700.51
2000,3.3,129382.0,287.0,47904.01
1999,3.4,142646.0,295.0,50550.88
1999,2.0,145075.0,174.0,28590.8
2016,2.3,58765.0,200.0,41967.96
2009,2.2,90140.0,191.0,31826.81
2017,1.3,109832.0,113.0,27087.83
2011,2.9,142591.0,252.0,47731.07
2003,2.5,199871.0,217.0,38371.3
1997,3.7,79339.0,321.0,57417.61
2014,1.8,163933.0,156.0,30643.14
2020,3.4,91553.0,295.0,56430.37
2011,3.4,188526.0,295.0,53414.66
2023,2.5,215617.0,217.0,42525.36
2021,0.8,32599.0,69.0,22171.02
2004,2.1,103683.0,182.0,34296.75
1997,3.9,2488.0,339.0,60874.95
2012,2.7,35508.0,235.0,47209.9
